Year,Age_Group,Sex,Education_Attainment_Level,NUTS_2_Region,VALUE
2023,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,45.6
2023,60 - 64 years,Female,Tertiary education (Levels 5-8),Northern and Western,0.0
2023,60 - 64 years,Female,Tertiary education (Levels 5-8),Southern,66.6
2023,60 - 64 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,51.7
2023,60 - 64 years,Female,Level of education - not stated,Northern and Western,0.0
2023,60 - 64 years,Female,Level of education - not stated,Southern,0.0
2023,60 - 64 years,Female,Level of education - not stated,Eastern and Midland,0.0
2024,20 - 24 years,Male,Less than primary (Level 0),Northern and Western,0.0
2024,20 - 24 years,Male,Less than primary (Level 0),Southern,0.0
2024,20 - 24 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2024,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,20 - 24 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,73.0
2024,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,68.6
2024,20 - 24 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,72.1
2024,20 - 24 years,Male,Tertiary education (Levels 5-8),Northern and Western,0.0
2024,20 - 24 years,Male,Tertiary education (Levels 5-8),Southern,80.3
2024,20 - 24 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,76.2
2024,20 - 24 years,Male,Level of education - not stated,Northern and Western,0.0
2024,20 - 24 years,Male,Level of education - not stated,Southern,0.0
2024,20 - 24 years,Male,Level of education - not stated,Eastern and Midland,0.0
2024,20 - 24 years,Female,Less than primary (Level 0),Northern and Western,0.0
2024,20 - 24 years,Female,Less than primary (Level 0),Southern,0.0
2024,20 - 24 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2024,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,20 - 24 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,65.1
2024,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,62.2
2024,20 - 24 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,63.5
2024,20 - 24 years,Female,Tertiary education (Levels 5-8),Northern and Western,0.0
2024,20 - 24 years,Female,Tertiary education (Levels 5-8),Southern,86.8
2024,20 - 24 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,84.3
2024,20 - 24 years,Female,Level of education - not stated,Northern and Western,0.0
2024,20 - 24 years,Female,Level of education - not stated,Southern,0.0
2024,20 - 24 years,Female,Level of education - not stated,Eastern and Midland,0.0
2024,25 - 29 years,Male,Less than primary (Level 0),Northern and Western,0.0
2024,25 - 29 years,Male,Less than primary (Level 0),Southern,0.0
2024,25 - 29 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2024,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,25 - 29 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2024,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,88.6
2024,25 - 29 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,84.1
2024,25 - 29 years,Male,Tertiary education (Levels 5-8),Northern and Western,0.0
2024,25 - 29 years,Male,Tertiary education (Levels 5-8),Southern,92.3
2024,25 - 29 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,92.4
2024,25 - 29 years,Male,Level of education - not stated,Northern and Western,0.0
2024,25 - 29 years,Male,Level of education - not stated,Southern,0.0
2024,25 - 29 years,Male,Level of education - not stated,Eastern and Midland,0.0
2024,25 - 29 years,Female,Less than primary (Level 0),Northern and Western,0.0
2024,25 - 29 years,Female,Less than primary (Level 0),Southern,0.0
2024,25 - 29 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2024,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,25 - 29 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2024,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,0.0
2024,25 - 29 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,70.9
2024,25 - 29 years,Female,Tertiary education (Levels 5-8),Northern and Western,0.0
2024,25 - 29 years,Female,Tertiary education (Levels 5-8),Southern,89.9
2024,25 - 29 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,85.2
2024,25 - 29 years,Female,Level of education - not stated,Northern and Western,0.0
2024,25 - 29 years,Female,Level of education - not stated,Southern,0.0
2024,25 - 29 years,Female,Level of education - not stated,Eastern and Midland,0.0
2024,30 - 34 years,Male,Less than primary (Level 0),Northern and Western,0.0
2024,30 - 34 years,Male,Less than primary (Level 0),Southern,0.0
2024,30 - 34 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2024,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,30 - 34 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2024,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,80.5
2024,30 - 34 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,77.4
2024,30 - 34 years,Male,Tertiary education (Levels 5-8),Northern and Western,0.0
2024,30 - 34 years,Male,Tertiary education (Levels 5-8),Southern,97.3
2024,30 - 34 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,91.2
2024,30 - 34 years,Male,Level of education - not stated,Northern and Western,0.0
2024,30 - 34 years,Male,Level of education - not stated,Southern,0.0
2024,30 - 34 years,Male,Level of education - not stated,Eastern and Midland,0.0
2024,30 - 34 years,Female,Less than primary (Level 0),Northern and Western,0.0
2024,30 - 34 years,Female,Less than primary (Level 0),Southern,0.0
2024,30 - 34 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2024,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,30 - 34 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2024,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,0.0
2024,30 - 34 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,73.4
2024,30 - 34 years,Female,Tertiary education (Levels 5-8),Northern and Western,0.0
2024,30 - 34 years,Female,Tertiary education (Levels 5-8),Southern,83.0
2024,30 - 34 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,90.1
2024,30 - 34 years,Female,Level of education - not stated,Northern and Western,0.0
2024,30 - 34 years,Female,Level of education - not stated,Southern,0.0
2024,30 - 34 years,Female,Level of education - not stated,Eastern and Midland,0.0
2024,35 - 39 years,Male,Less than primary (Level 0),Northern and Western,0.0
2024,35 - 39 years,Male,Less than primary (Level 0),Southern,0.0
2024,35 - 39 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2024,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,35 - 39 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2024,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,93.6
2024,35 - 39 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,88.3
2024,35 - 39 years,Male,Tertiary education (Levels 5-8),Northern and Western,81.6
2024,35 - 39 years,Male,Tertiary education (Levels 5-8),Southern,97.7
2024,35 - 39 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,95.6
2024,35 - 39 years,Male,Level of education - not stated,Northern and Western,0.0
2024,35 - 39 years,Male,Level of education - not stated,Southern,0.0
2024,35 - 39 years,Male,Level of education - not stated,Eastern and Midland,0.0
2024,35 - 39 years,Female,Less than primary (Level 0),Northern and Western,0.0
2024,35 - 39 years,Female,Less than primary (Level 0),Southern,0.0
2024,35 - 39 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2024,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,35 - 39 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2024,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,72.6
2024,35 - 39 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,71.6
2024,35 - 39 years,Female,Tertiary education (Levels 5-8),Northern and Western,86.1
2024,35 - 39 years,Female,Tertiary education (Levels 5-8),Southern,86.6
2024,35 - 39 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,87.8
2024,35 - 39 years,Female,Level of education - not stated,Northern and Western,0.0
2024,35 - 39 years,Female,Level of education - not stated,Southern,0.0
2024,35 - 39 years,Female,Level of education - not stated,Eastern and Midland,0.0
2024,40 - 44 years,Male,Less than primary (Level 0),Northern and Western,0.0
2024,40 - 44 years,Male,Less than primary (Level 0),Southern,0.0
2024,40 - 44 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2024,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,40 - 44 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2024,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,92.7
2024,40 - 44 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,95.1
2024,40 - 44 years,Male,Tertiary education (Levels 5-8),Northern and Western,95.3
2024,40 - 44 years,Male,Tertiary education (Levels 5-8),Southern,92.6
2024,40 - 44 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,93.0
2024,40 - 44 years,Male,Level of education - not stated,Northern and Western,0.0
2024,40 - 44 years,Male,Level of education - not stated,Southern,0.0
2024,40 - 44 years,Male,Level of education - not stated,Eastern and Midland,0.0
2024,40 - 44 years,Female,Less than primary (Level 0),Northern and Western,0.0
2024,40 - 44 years,Female,Less than primary (Level 0),Southern,0.0
2024,40 - 44 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2024,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,40 - 44 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2024,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,68.0
2024,40 - 44 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,75.7
2024,40 - 44 years,Female,Tertiary education (Levels 5-8),Northern and Western,82.2
2024,40 - 44 years,Female,Tertiary education (Levels 5-8),Southern,88.5
2024,40 - 44 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,85.3
2024,40 - 44 years,Female,Level of education - not stated,Northern and Western,0.0
2024,40 - 44 years,Female,Level of education - not stated,Southern,0.0
2024,40 - 44 years,Female,Level of education - not stated,Eastern and Midland,0.0
2024,45 - 49 years,Male,Less than primary (Level 0),Northern and Western,0.0
2024,45 - 49 years,Male,Less than primary (Level 0),Southern,0.0
2024,45 - 49 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2024,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,45 - 49 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,91.2
2024,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,89.4
2024,45 - 49 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,90.7
2024,45 - 49 years,Male,Tertiary education (Levels 5-8),Northern and Western,95.3
2024,45 - 49 years,Male,Tertiary education (Levels 5-8),Southern,89.8
2024,45 - 49 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,95.3
2024,45 - 49 years,Male,Level of education - not stated,Northern and Western,0.0
2024,45 - 49 years,Male,Level of education - not stated,Southern,0.0
2024,45 - 49 years,Male,Level of education - not stated,Eastern and Midland,0.0
2024,45 - 49 years,Female,Less than primary (Level 0),Northern and Western,0.0
2024,45 - 49 years,Female,Less than primary (Level 0),Southern,0.0
2024,45 - 49 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2024,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,45 - 49 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2024,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,76.3
2024,45 - 49 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,75.6
2024,45 - 49 years,Female,Tertiary education (Levels 5-8),Northern and Western,91.7
2024,45 - 49 years,Female,Tertiary education (Levels 5-8),Southern,90.4
2024,45 - 49 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,83.1
2024,45 - 49 years,Female,Level of education - not stated,Northern and Western,0.0
2024,45 - 49 years,Female,Level of education - not stated,Southern,0.0
2024,45 - 49 years,Female,Level of education - not stated,Eastern and Midland,0.0
2024,50 - 54 years,Male,Less than primary (Level 0),Northern and Western,0.0
2024,50 - 54 years,Male,Less than primary (Level 0),Southern,0.0
2024,50 - 54 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2024,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Southern,76.8
2024,50 - 54 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,79.6
2024,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,73.2
2024,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,86.6
2024,50 - 54 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,83.8
2024,50 - 54 years,Male,Tertiary education (Levels 5-8),Northern and Western,90.2
2024,50 - 54 years,Male,Tertiary education (Levels 5-8),Southern,94.5
2024,50 - 54 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,95.5
2024,50 - 54 years,Male,Level of education - not stated,Northern and Western,0.0
2024,50 - 54 years,Male,Level of education - not stated,Southern,0.0
2024,50 - 54 years,Male,Level of education - not stated,Eastern and Midland,0.0
2024,50 - 54 years,Female,Less than primary (Level 0),Northern and Western,0.0
2024,50 - 54 years,Female,Less than primary (Level 0),Southern,0.0
2024,50 - 54 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2024,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,50 - 54 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,72.5
2024,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,67.7
2024,50 - 54 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,74.5
2024,50 - 54 years,Female,Tertiary education (Levels 5-8),Northern and Western,82.7
2024,50 - 54 years,Female,Tertiary education (Levels 5-8),Southern,83.2
2024,50 - 54 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,86.8
2024,50 - 54 years,Female,Level of education - not stated,Northern and Western,0.0
2024,50 - 54 years,Female,Level of education - not stated,Southern,0.0
2024,50 - 54 years,Female,Level of education - not stated,Eastern and Midland,0.0
2024,55 - 59 years,Male,Less than primary (Level 0),Northern and Western,0.0
2024,55 - 59 years,Male,Less than primary (Level 0),Southern,0.0
2024,55 - 59 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2024,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Southern,74.0
2024,55 - 59 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,71.0
2024,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,77.9
2024,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,83.9
2024,55 - 59 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,88.7
2024,55 - 59 years,Male,Tertiary education (Levels 5-8),Northern and Western,81.9
2024,55 - 59 years,Male,Tertiary education (Levels 5-8),Southern,86.2
2024,55 - 59 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,88.0
2024,55 - 59 years,Male,Level of education - not stated,Northern and Western,0.0
2024,55 - 59 years,Male,Level of education - not stated,Southern,0.0
2024,55 - 59 years,Male,Level of education - not stated,Eastern and Midland,0.0
2024,55 - 59 years,Female,Less than primary (Level 0),Northern and Western,0.0
2024,55 - 59 years,Female,Less than primary (Level 0),Southern,0.0
2024,55 - 59 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2024,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,55 - 59 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,70.6
2024,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,70.0
2024,55 - 59 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,62.7
2024,55 - 59 years,Female,Tertiary education (Levels 5-8),Northern and Western,89.1
2024,55 - 59 years,Female,Tertiary education (Levels 5-8),Southern,80.8
2024,55 - 59 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,84.8
2024,55 - 59 years,Female,Level of education - not stated,Northern and Western,0.0
2024,55 - 59 years,Female,Level of education - not stated,Southern,0.0
2024,55 - 59 years,Female,Level of education - not stated,Eastern and Midland,0.0
2024,60 - 64 years,Male,Less than primary (Level 0),Northern and Western,0.0
2024,60 - 64 years,Male,Less than primary (Level 0),Southern,0.0
2024,60 - 64 years,Male,Less than primary (Level 0),Eastern and Midland,0.0
2024,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Southern,52.2
2024,60 - 64 years,Male,Primary and lower secondary education (Levels 1-2),Eastern and Midland,68.2
2024,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,84.4
2024,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,67.7
2024,60 - 64 years,Male,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,70.4
2024,60 - 64 years,Male,Tertiary education (Levels 5-8),Northern and Western,86.2
2024,60 - 64 years,Male,Tertiary education (Levels 5-8),Southern,67.5
2024,60 - 64 years,Male,Tertiary education (Levels 5-8),Eastern and Midland,67.3
2024,60 - 64 years,Male,Level of education - not stated,Northern and Western,0.0
2024,60 - 64 years,Male,Level of education - not stated,Southern,0.0
2024,60 - 64 years,Male,Level of education - not stated,Eastern and Midland,0.0
2024,60 - 64 years,Female,Less than primary (Level 0),Northern and Western,0.0
2024,60 - 64 years,Female,Less than primary (Level 0),Southern,0.0
2024,60 - 64 years,Female,Less than primary (Level 0),Eastern and Midland,0.0
2024,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Northern and Western,0.0
2024,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Southern,0.0
2024,60 - 64 years,Female,Primary and lower secondary education (Levels 1-2),Eastern and Midland,0.0
2024,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Northern and Western,0.0
2024,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Southern,52.4
2024,60 - 64 years,Female,Upper secondary and post-secondary non-tertiary education (Levels 3 and 4),Eastern and Midland,49.7
2024,60 - 64 years,Female,Tertiary education (Levels 5-8),Northern and Western,0.0
2024,60 - 64 years,Female,Tertiary education (Levels 5-8),Southern,56.3
2024,60 - 64 years,Female,Tertiary education (Levels 5-8),Eastern and Midland,67.2
2024,60 - 64 years,Female,Level of education - not stated,Northern and Western,0.0
2024,60 - 64 years,Female,Level of education - not stated,Southern,0.0
2024,60 - 64 years,Female,Level of education - not stated,Eastern and Midland,0.0
